,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
164,T1,25/01/2020,14:00,Kasimpasa,Alanyaspor,1,2,A,0,1,A,4,12,2,4,23,21,4,7,3,1,1,0
165,T1,25/01/2020,17:00,Fenerbahce,Buyuksehyr,2,0,H,0,0,D,24,3,9,1,13,18,6,7,0,1,0,0
166,T1,26/01/2020,10:30,Denizlispor,Antalyaspor,0,3,A,0,2,A,9,8,3,6,12,16,8,4,2,2,0,0
167,T1,26/01/2020,13:00,Goztep,Besiktas,2,1,H,2,1,H,10,5,6,4,14,14,5,4,4,4,0,0
168,T1,26/01/2020,16:00,Konyaspor,Galatasaray,0,3,A,0,2,A,6,6,4,5,9,14,8,6,0,2,0,0
169,T1,27/01/2020,17:00,Sivasspor,Rizespor,1,1,D,0,0,D,17,5,5,3,10,16,6,1,1,5,0,0
170,T1,31/01/2020,17:00,Buyuksehyr,Genclerbirligi,3,1,H,1,1,D,9,14,3,5,11,13,3,8,1,1,0,0
171,T1,01/02/2020,11:00,Antalyaspor,Konyaspor,0,0,D,0,0,D,6,15,2,3,16,10,12,4,3,0,0,0
172,T1,01/02/2020,14:00,Rizespor,Besiktas,1,2,A,1,1,D,14,7,4,2,15,10,4,4,3,0,0,0
173,T1,01/02/2020,17:00,Trabzonspor,Fenerbahce,2,1,H,2,1,H,16,23,4,9,20,14,6,10,4,5,0,1
174,T1,02/02/2020,10:30,Ankaragucu,Kasimpasa,1,1,D,0,1,A,11,19,3,3,14,15,3,9,3,3,0,0
175,T1,02/02/2020,13:00,Alanyaspor,Yeni Malatyaspor,2,1,H,1,0,H,14,12,7,2,12,17,7,6,2,3,1,0
176,T1,02/02/2020,13:00,Gaziantep,Sivasspor,5,1,H,3,1,H,11,21,7,8,13,14,6,2,3,4,0,0
177,T1,02/02/2020,16:00,Galatasaray,Kayserispor,4,1,H,2,0,H,11,10,5,2,16,10,5,4,2,1,0,0
178,T1,03/02/2020,17:00,Denizlispor,Goztep,1,1,D,0,1,A,19,8,7,3,11,14,8,1,4,4,0,0
179,T1,07/02/2020,17:00,Yeni Malatyaspor,Ankaragucu,0,1,A,0,0,D,12,15,2,7,7,16,10,3,1,2,1,0
180,T1,08/02/2020,11:00,Konyaspor,Denizlispor,0,0,D,0,0,D,20,10,5,2,14,18,7,4,2,1,0,0
181,T1,08/02/2020,14:00,Besiktas,Gaziantep,3,0,H,0,0,D,17,11,8,2,14,13,10,5,3,2,0,0
182,T1,08/02/2020,14:00,Genclerbirligi,Trabzonspor,0,2,A,0,0,D,13,15,2,7,19,11,5,9,8,1,0,1
183,T1,08/02/2020,17:00,Fenerbahce,Alanyaspor,1,1,D,0,1,A,15,5,3,2,11,13,5,2,3,4,0,0
184,T1,09/02/2020,10:30,Kayserispor,Antalyaspor,2,2,D,1,1,D,15,11,9,3,16,15,8,8,4,4,0,0
185,T1,09/02/2020,13:00,Sivasspor,Buyuksehyr,1,1,D,0,0,D,14,8,4,1,12,11,7,2,0,3,0,0
186,T1,09/02/2020,16:00,Kasimpasa,Galatasaray,0,3,A,0,3,A,11,19,3,8,12,11,4,5,2,0,0,0
187,T1,14/02/2020,17:00,Buyuksehyr,Besiktas,1,0,H,0,0,D,6,19,3,7,14,11,0,5,3,3,0,0
188,T1,15/02/2020,11:00,Denizlispor,Kayserispor,0,1,A,0,0,D,9,17,3,4,11,19,10,5,0,0,0,0
189,T1,15/02/2020,14:00,Konyaspor,Goztep,1,3,A,1,1,D,14,12,5,3,10,12,8,3,2,0,0,0
190,T1,15/02/2020,17:00,Ankaragucu,Fenerbahce,2,1,H,1,0,H,9,16,3,7,13,12,1,2,1,2,0,0
191,T1,16/02/2020,10:30,Alanyaspor,Genclerbirligi,0,1,A,0,0,D,23,14,11,6,11,8,3,7,3,2,0,0
192,T1,16/02/2020,13:00,Trabzonspor,Sivasspor,2,1,H,2,0,H,12,18,4,3,9,16,7,7,2,1,0,0
193,T1,16/02/2020,16:00,Galatasaray,Yeni Malatyaspor,1,0,H,1,0,H,18,10,3,4,8,20,6,5,2,3,0,0
194,T1,17/02/2020,17:00,Antalyaspor,Kasimpasa,3,1,H,0,0,D,16,6,9,3,12,15,3,5,4,3,0,0
195,T1,17/02/2020,17:00,Gaziantep,Rizespor,2,0,H,0,0,D,21,6,3,1,14,14,7,2,3,4,0,1
196,T1,21/02/2020,17:00,Sivasspor,Alanyaspor,1,0,H,1,0,H,5,11,2,4,17,13,3,6,5,2,0,0
197,T1,22/02/2020,11:00,Kayserispor,Konyaspor,2,2,D,1,2,A,17,11,6,4,15,15,8,1,3,5,0,0
198,T1,22/02/2020,14:00,Goztep,Gaziantep,1,1,D,0,0,D,12,17,4,5,13,11,6,12,2,3,0,0
