,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
198,G1,10/04/2021,17:30,Atromitos,Larisa,0,1,A,0,1,A,8,5,3,3,16,19,4,4,2,7,0,0
199,G1,11/04/2021,13:00,Aris,AEK,1,3,A,0,3,A,6,7,5,7,14,22,5,2,3,6,0,0
200,G1,11/04/2021,15:15,Asteras Tripolis,PAOK,1,1,D,0,0,D,4,7,2,4,14,15,2,4,2,4,0,0
201,G1,11/04/2021,17:30,Olympiakos,Panathinaikos,3,1,H,1,1,D,12,5,6,2,11,20,4,3,4,5,0,1
202,G1,12/04/2021,17:30,Giannina,Lamia,1,2,A,1,0,H,7,7,4,5,18,18,4,3,1,4,0,0
203,G1,17/04/2021,13:00,OFI Crete,Atromitos,1,1,D,0,0,D,10,6,5,5,17,27,5,3,2,3,0,0
204,G1,17/04/2021,15:15,Panetolikos,Apollon,1,0,H,0,0,D,4,5,0,1,13,22,7,4,1,2,0,0
205,G1,17/04/2021,17:30,Volos NFC,Giannina,1,1,D,1,1,D,5,10,3,6,24,14,5,3,1,5,0,0
206,G1,18/04/2021,13:00,Panathinaikos,Aris,1,2,A,1,0,H,2,11,2,6,15,17,0,5,7,3,1,0
207,G1,18/04/2021,15:15,AEK,Asteras Tripolis,3,1,H,1,1,D,12,4,8,3,15,14,6,0,1,1,0,0
208,G1,18/04/2021,17:30,PAOK,Olympiakos,2,0,H,0,0,D,7,10,4,4,14,17,3,4,0,2,0,0
209,G1,19/04/2021,17:30,Lamia,Larisa,0,0,D,0,0,D,8,4,3,2,20,17,7,2,2,5,0,0
